Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene type	Gene name	Strand
ENSMUSG00000064745	7	16624575	16624677	snRNA	Gm24708	-1
ENSMUSG00000093081	14	25534439	25534523	miRNA	Mir3075	1
ENSMUSG00000064494	8	105172496	105172602	snRNA	Gm22063	1
ENSMUSG00000092770	9	41536716	41536811	miRNA	Mirlet7a-2	1
ENSMUSG00000089199	4	137325559	137325614	snRNA	Gm25772	1
ENSMUSG00000092743	7	84170565	84170722	snRNA	Gm22177	1
ENSMUSG00000093306	2	152772788	152772889	miRNA	Gm23802	-1
ENSMUSG00000099107	11	96199751	96199830	misc_RNA	Gm27898	-1
ENSMUSG00000088737	14	66591606	66591695	rRNA	Gm23899	-1
ENSMUSG00000099063	5	121819209	121819273	miRNA	Mir7031	-1
ENSMUSG00000064664	8	124357238	124357323	snRNA	Gm24459	1
ENSMUSG00000084693	18	10551289	10551406	snoRNA	Gm24894	-1
ENSMUSG00000077514	4	103586272	103586400	snoRNA	Gm25877	-1
ENSMUSG00000092697	2	10510791	10510892	miRNA	Gm22925	1
ENSMUSG00000077467	2	111825179	111825310	snoRNA	Gm26421	1
ENSMUSG00000084607	15	34531714	34531823	snRNA	Gm22208	1
ENSMUSG00000065361	3	30595346	30595757	misc_RNA	1600017P15Rik	-1
ENSMUSG00000094659	2	10483966	10484055	miRNA	Mir466c-2	1
ENSMUSG00000070175	1	20444811	20444912	snRNA	Gm24162	-1
ENSMUSG00000088851	3	143674943	143675067	snoRNA	Gm24728	1
ENSMUSG00000094946	1	83795912	83796032	miRNA	Gm25754	1
ENSMUSG00000084428	17	57747565	57747676	snRNA	Gm25102	1
ENSMUSG00000087963	13	49684301	49684433	snoRNA	Gm25394	1
ENSMUSG00000065260	1	33422733	33422838	snRNA	Gm23453	1
ENSMUSG00000098990	12	109541168	109541250	misc_RNA	Gm27596	1
ENSMUSG00000095418	7	59370106	59370184	snoRNA	Gm23922	-1
ENSMUSG00000094435	5	67631825	67631919	miRNA	Gm23617	-1
ENSMUSG00000096211	3	19560253	19560416	snRNA	Gm23330	1
ENSMUSG00000098780	14	105623642	105623770	miRNA	Mir6390	-1
ENSMUSG00000084514	18	6490564	6490646	miRNA	Mir1893	-1
ENSMUSG00000089107	13	43872802	43872909	snRNA	Gm23117	1
ENSMUSG00000064722	2	119740828	119740956	snoRNA	Gm25857	-1
ENSMUSG00000089264	2	127677670	127677727	snoRNA	Gm22889	1
ENSMUSG00000088194	2	81543235	81543342	rRNA	Gm23900	-1
ENSMUSG00000094875	5	126389548	126389654	snRNA	Gm23151	-1
ENSMUSG00000065221	X	153576488	153576594	snRNA	Gm25793	-1
ENSMUSG00000104921	19	4078297	4078512	snoRNA	Gm23927	-1
ENSMUSG00000065006	7	12930774	12930880	snRNA	Gm26325	1
ENSMUSG00000077119	X	66796805	66796875	miRNA	Mir741	-1
ENSMUSG00000098441	7	25097066	25097175	miRNA	Mir6537	-1
ENSMUSG00000077604	11	116674148	116674222	snoRNA	Snord1b	1
ENSMUSG00000094003	8	123586242	123586360	rRNA	n-R5s128	-1
ENSMUSG00000093217	X	13653381	13653449	miRNA	Gm25246	1
ENSMUSG00000064793	7	28123254	28123359	snRNA	Gm24356	1
ENSMUSG00000065266	X	93251474	93251606	snoRNA	Gm23454	1
ENSMUSG00000104771	13	23570726	23570863	miRNA	Gm44394	1
ENSMUSG00000065822	7	99482785	99482932	snoRNA	Snord15a	-1
ENSMUSG00000096431	7	59681055	59681148	snoRNA	Gm22131	-1
ENSMUSG00000077586	12	59665654	59665784	snoRNA	Gm24377	-1
ENSMUSG00000088191	15	27061736	27061866	snoRNA	Gm23903	-1
ENSMUSG00000070140	7	142654924	142654996	miRNA	Mir483	-1
ENSMUSG00000076376	2	117185127	117185226	miRNA	Mir674	1
ENSMUSG00000098786	19	47273519	47273589	miRNA	Mir6995	-1
ENSMUSG00000098994	17	29059744	29059917	misc_RNA	Gm27599	1
ENSMUSG00000095151	2	10496791	10496914	miRNA	Gm24028	1
ENSMUSG00000064524	X	151261918	151262021	snRNA	Gm26441	-1
ENSMUSG00000088504	4	89182981	89183120	snoRNA	Gm26490	-1
ENSMUSG00000065940	7	68952100	68952236	snoRNA	Gm23795	-1
ENSMUSG00000094563	14	42614226	42614346	miRNA	Gm25228	-1
ENSMUSG00000088241	6	124095450	124095568	snoRNA	Gm22916	1
ENSMUSG00000088883	8	89667173	89667304	snoRNA	Gm24212	-1
ENSMUSG00000096561	5	104936651	104936757	snRNA	Gm24097	1
ENSMUSG00000106272	5	4985111	4985237	scaRNA	Gm22897	-1
ENSMUSG00000092856	7	54213169	54213385	miRNA	Gm25956	-1
ENSMUSG00000065254	7	103271550	103271870	misc_RNA	Gm23973	1
ENSMUSG00000084474	17	43698363	43698552	snRNA	Gm25783	1
ENSMUSG00000065380	19	33954235	33954341	snRNA	Gm23095	1
ENSMUSG00000098533	6	102794384	102794485	miRNA	Mir6373	1
ENSMUSG00000065692	10	8824011	8824147	snoRNA	Gm25410	-1
ENSMUSG00000093073	3	17795662	17795770	miRNA	Mir124a-2	1
ENSMUSG00000075934	8	21548060	21548165	snRNA	Gm24423	-1
ENSMUSG00000088172	7	119969821	119969921	snRNA	Gm25217	1
ENSMUSG00000064779	2	110218003	110218109	snRNA	Gm22997	1
ENSMUSG00000088322	10	52905638	52905744	snRNA	Gm25664	1
ENSMUSG00000077354	5	100831281	100831414	snoRNA	Gm26286	1
ENSMUSG00000088264	X	121914560	121914659	snRNA	Gm24783	1
ENSMUSG00000098986	19	5844916	5845037	misc_RNA	Gm28006	-1
ENSMUSG00000106642	X	66822656	66822713	miRNA	Mir465d	-1
ENSMUSG00000065320	5	113928724	113928804	snRNA	Gm22056	-1
ENSMUSG00000077184	17	24023200	24023328	snoRNA	Gm25092	-1
ENSMUSG00000096098	13	62760739	62760846	miRNA	Mir713	1
ENSMUSG00000077928	14	54975700	54975776	miRNA	Mir208b	-1
ENSMUSG00000099181	10	24910664	24910733	miRNA	Mir6905	1
ENSMUSG00000098704	11	119154076	119154137	miRNA	Mir6934	-1
ENSMUSG00000088691	1	112467911	112468046	snoRNA	Gm22331	1
ENSMUSG00000080555	X	61145362	61145454	miRNA	Gm24396	1
ENSMUSG00000092999	7	25868945	25869051	misc_RNA	Gm23921	1
ENSMUSG00000093403	4	149537863	149537922	miRNA	Mir5616	1
ENSMUSG00000065436	12	108658620	108658718	miRNA	Mir342	1
ENSMUSG00000088046	14	94448221	94448351	snoRNA	Gm23324	-1
ENSMUSG00000088545	4	156023058	156023158	snRNA	Gm25982	-1
ENSMUSG00000092922	12	75909103	75909185	miRNA	Mir5101	1
ENSMUSG00000064844	18	75001880	75001944	snoRNA	Gm26202	1
ENSMUSG00000077830	12	3699178	3699240	miRNA	Gm26050	1
ENSMUSG00000065935	X	74997577	74997683	snRNA	Gm25629	-1
ENSMUSG00000098968	X	102013049	102013152	miRNA	Gm27843	-1
ENSMUSG00000088964	10	44597240	44597327	snRNA	Gm22087	-1
ENSMUSG00000092923	2	168178158	168178252	miRNA	Gm24561	-1
ENSMUSG00000088010	11	23063133	23063232	rRNA	Gm23740	-1
ENSMUSG00000093155	1	74586896	74586972	miRNA	Gm25035	-1
ENSMUSG00000084708	11	69669635	69669778	snoRNA	Gm22988	-1
ENSMUSG00000098948	11	3647179	3647325	misc_RNA	Gm27640	-1
ENSMUSG00000088476	16	80137352	80137467	snoRNA	Gm23083	1
ENSMUSG00000088154	4	41050220	41050326	snRNA	Gm25637	1
ENSMUSG00000077521	4	28365316	28365444	snoRNA	Gm25378	1
ENSMUSG00000072837	10	126998440	126998560	miRNA	Mir546	1
ENSMUSG00000089432	8	105615466	105615573	miRNA	Mir1966	1
ENSMUSG00000065416	14	115044000	115044081	miRNA	Mir19a	1
ENSMUSG00000104762	10	61125137	61125235	miRNA	Gm44308	-1
ENSMUSG00000105513	18	10365908	10366073	miRNA	Gm44409	-1
ENSMUSG00000099103	7	143447605	143447665	misc_RNA	Gm27901	1
ENSMUSG00000064435	1	153440079	153440218	snoRNA	Gm25588	1
ENSMUSG00000088746	14	91108179	91108292	snoRNA	Gm23225	-1
ENSMUSG00000084593	4	108537491	108537597	snRNA	Gm22345	-1
ENSMUSG00000099199	3	90270149	90270212	miRNA	Mir7012	1
ENSMUSG00000094847	7	59578319	59578397	snoRNA	Gm22640	-1
ENSMUSG00000084581	16	35234796	35234923	snRNA	Gm25179	-1
ENSMUSG00000089231	3	14267315	14267439	snoRNA	Gm23112	-1
ENSMUSG00000088772	3	27868113	27868273	snoRNA	Gm26040	1
ENSMUSG00000104804	6	127788084	127788143	miRNA	Mir7233	-1
ENSMUSG00000065449	16	13453840	13453926	miRNA	Mir365-1	1
ENSMUSG00000065458	1	137966639	137966718	miRNA	Mir181b-1	1
ENSMUSG00000087980	7	96919994	96920102	snRNA	Gm22226	-1
ENSMUSG00000096037	8	123599861	123599979	rRNA	n-R5s136	-1
ENSMUSG00000088809	4	22747131	22747233	miRNA	Gm24078	1
ENSMUSG00000077113	2	10506006	10506094	miRNA	Mir466p	1
ENSMUSG00000080495	9	115381960	115382078	miRNA	Gm26303	1
ENSMUSG00000065590	11	75173388	75173478	miRNA	Mir212	1
ENSMUSG00000089337	5	65777014	65777207	snoRNA	Gm24346	1
ENSMUSG00000096360	2	10496268	10496355	miRNA	Mir466b-7	1
ENSMUSG00000088111	1	26566833	26566938	snoRNA	Gm24064	1
ENSMUSG00000105670	3	27026418	27026555	miRNA	Gm44464	-1
ENSMUSG00000064579	3	45817736	45817898	snRNA	Gm25796	1
ENSMUSG00000087721	1	135150666	135150766	rRNA	Gm26280	-1
ENSMUSG00000093757	19	58051167	58051236	miRNA	Mir5623	1
ENSMUSG00000095945	7	59576449	59576527	snoRNA	Gm25194	-1
ENSMUSG00000084706	9	121242342	121242587	misc_RNA	Gm22987	1
ENSMUSG00000096091	5	32175099	32175205	snRNA	Gm26335	1
ENSMUSG00000088106	11	109499714	109499824	snRNA	Gm22378	-1
ENSMUSG00000077759	1	160645573	160645704	snoRNA	Gm23528	1
ENSMUSG00000088885	6	23639824	23639956	rRNA	Gm24217	-1
ENSMUSG00000084738	15	34288819	34288870	snoRNA	Gm25809	-1
ENSMUSG00000094394	1	165809636	165809742	snRNA	Gm23402	-1
ENSMUSG00000077381	4	130857751	130857880	snoRNA	Gm22660	-1
ENSMUSG00000064646	19	38071929	38072053	snoRNA	Gm23300	1
ENSMUSG00000098350	5	125479377	125479453	miRNA	Gm27551	1
ENSMUSG00000064772	X	14315401	14315591	snRNA	Gm25202	-1
ENSMUSG00000096195	4	57877389	57877495	snRNA	Gm26138	-1
ENSMUSG00000088804	18	46473931	46474024	snRNA	Gm24076	-1
ENSMUSG00000084632	17	28989977	28990148	snRNA	Gm23887	-1
ENSMUSG00000064665	X	151539700	151539805	snoRNA	Gm24460	-1
ENSMUSG00000095792	15	55262542	55262603	snRNA	Gm26296	-1
ENSMUSG00000088223	11	21197708	21197976	misc_RNA	Gm22600	-1
ENSMUSG00000088257	10	29395036	29395163	snoRNA	Gm24286	1
ENSMUSG00000096249	19	23296329	23296435	snRNA	Gm24263	1
ENSMUSG00000065014	14	93138030	93138189	snRNA	Gm23509	-1
ENSMUSG00000064495	11	6619808	6619940	snoRNA	Gm24313	-1
ENSMUSG00000096205	11	87426716	87426879	snRNA	Gm22068	1
ENSMUSG00000106196	2	94537987	94538069	miRNA	Gm44461	-1
ENSMUSG00000064738	3	88862919	88863080	snRNA	Gm23054	1
ENSMUSG00000076011	X	142739000	142739097	miRNA	Mir652	1
ENSMUSG00000099068	6	52161042	52161255	misc_RNA	Gm27861	1
ENSMUSG00000099036	14	46954830	46954928	miRNA	Mir378c	-1
ENSMUSG00000095060	7	59723644	59723737	snoRNA	Gm26188	-1
ENSMUSG00000084569	10	62893409	62893514	snRNA	Gm26479	-1
ENSMUSG00000099095	6	88104128	88104258	miRNA	Mir6376	-1
ENSMUSG00000065610	6	31062660	31062747	miRNA	Mir29a	-1
ENSMUSG00000095424	X	135445519	135445632	snoRNA	Gm24416	-1
ENSMUSG00000106307	1	127331812	127331941	scaRNA	Gm23370	1
ENSMUSG00000088044	9	43905898	43906002	snRNA	Gm23326	-1
ENSMUSG00000098582	8	123130106	123130172	miRNA	Mir7080	1
ENSMUSG00000088695	2	155652892	155653024	snoRNA	Gm22334	-1
ENSMUSG00000098906	11	55501226	55501281	miRNA	Mir7652	1
ENSMUSG00000077237	1	107892974	107893105	snoRNA	Gm22438	1
ENSMUSG00000089404	11	94958778	94958893	misc_RNA	Gm24877	1
ENSMUSG00000084717	5	150708044	150708149	snRNA	Gm24630	1
ENSMUSG00000065322	4	45548743	45548849	snRNA	Gm22055	1
ENSMUSG00000087791	5	99655701	99655832	snoRNA	Gm25969	1
ENSMUSG00000077879	12	109618114	109618200	miRNA	Gm23912	1
ENSMUSG00000105580	13	21753445	21753582	miRNA	Gm44454	1
ENSMUSG00000099031	8	70798135	70798192	miRNA	Mir7240	1
ENSMUSG00000095097	19	24942236	24942367	snoRNA	Gm23658	-1
ENSMUSG00000088216	7	91392584	91392689	snRNA	Gm22080	-1
ENSMUSG00000084547	6	99575891	99576137	misc_RNA	Gm24936	1
ENSMUSG00000096053	2	10501109	10501198	miRNA	Gm25943	1
ENSMUSG00000095072	X	102838155	102838255	rRNA	Gm24509	1
ENSMUSG00000076366	3	135147408	135147513	miRNA	Gm24048	1
ENSMUSG00000077661	14	118826909	118827031	rRNA	n-R5s51	-1
ENSMUSG00000065333	16	25702642	25702748	snRNA	Gm24928	-1
ENSMUSG00000093965	6	73392142	73392243	miRNA	Gm24370	1
ENSMUSG00000092978	15	95879716	95879817	miRNA	Gm25070	-1
ENSMUSG00000088400	11	106764635	106764741	snRNA	Gm25889	-1
ENSMUSG00000096041	7	59471904	59471982	snoRNA	Gm22511	-1
ENSMUSG00000098452	13	66586810	66586916	miRNA	Gm27501	-1
ENSMUSG00000092915	9	108568295	108568414	miRNA	Gm24083	-1
ENSMUSG00000084518	4	11928424	11928739	misc_RNA	Gm22477	1
ENSMUSG00000088833	2	10511370	10511465	miRNA	Gm23542	1
ENSMUSG00000084630	7	132058641	132058760	rRNA	n-R5s159	1
ENSMUSG00000070109	11	70234692	70234816	miRNA	Mir497b	-1
ENSMUSG00000087884	10	10663154	10663284	snoRNA	Gm23601	1
ENSMUSG00000092949	12	55821063	55821153	miRNA	Gm23394	-1
ENSMUSG00000088433	2	151073655	151073790	snoRNA	Gm24199	-1
ENSMUSG00000087775	3	22251374	22251663	ribozyme	Rprl2	1
ENSMUSG00000088495	11	23172798	23172906	snoRNA	Gm24398	-1
ENSMUSG00000065770	6	6924118	6924279	snRNA	Gm22155	-1
ENSMUSG00000098735	2	180179755	180179823	miRNA	Mir7005	-1
ENSMUSG00000077897	2	14261003	14261081	miRNA	Mir511	1
ENSMUSG00000089409	4	83078511	83078629	snoRNA	Gm24884	1
ENSMUSG00000065493	4	150068454	150068555	miRNA	Mir34a	1
ENSMUSG00000087736	17	87053694	87053825	snoRNA	Gm24648	-1
ENSMUSG00000093019	7	61708705	61708773	miRNA	Gm22466	-1
ENSMUSG00000088217	12	108862564	108862669	snRNA	Gm22079	-1
ENSMUSG00000065162	11	106260206	106260313	snRNA	Gm23645	1
ENSMUSG00000065874	7	118153480	118153610	snoRNA	Gm25683	1
ENSMUSG00000065438	12	109740510	109740577	miRNA	Mir377	1
ENSMUSG00000087985	8	101539584	101539708	snoRNA	Gm22223	-1
ENSMUSG00000065658	17	94869873	94869988	snRNA	Gm23102	-1
ENSMUSG00000087932	14	78191373	78191478	miRNA	Mir1971	-1
ENSMUSG00000043623	19	60226334	60227678	pseudogene	4933412A08Rik	1
ENSMUSG00000088714	14	40318072	40318250	misc_RNA	Gm22726	-1
ENSMUSG00000065685	12	116173313	116173419	snRNA	Gm23732	1
ENSMUSG00000089514	17	54651936	54652072	snoRNA	Gm26291	1
ENSMUSG00000105690	8	95756950	95757082	snoRNA	Gm26265	-1
ENSMUSG00000088104	9	24351118	24351212	snoRNA	Gm22380	1
ENSMUSG00000088367	4	70412618	70412923	misc_RNA	Gm26320	-1
ENSMUSG00000076038	17	6131836	6131944	miRNA	Gm22774	-1
ENSMUSG00000076227	11	101353342	101353437	miRNA	Gm25593	-1
ENSMUSG00000089606	2	104228112	104228238	snoRNA	Gm22501	-1
ENSMUSG00000076236	13	75645046	75645141	miRNA	Mir682	1
ENSMUSG00000065272	2	130278016	130278087	snoRNA	Snord57	1
ENSMUSG00000105002	6	85790140	85790234	miRNA	Mir6375	-1
ENSMUSG00000065273	17	35247175	35247250	snoRNA	Gm25128	1
ENSMUSG00000092848	4	137184065	137184140	miRNA	Gm23263	1
ENSMUSG00000089373	9	86703819	86703946	snoRNA	Gm22138	1
ENSMUSG00000093033	2	94184027	94184130	miRNA	Gm23630	-1
ENSMUSG00000093060	10	7836381	7836474	miRNA	Mir5104	1
ENSMUSG00000077220	1	161036984	161037049	snoRNA	Snord78	1
ENSMUSG00000093935	9	39048558	39048649	miRNA	Gm25529	-1
ENSMUSG00000088742	5	100500143	100500218	miRNA	Gm23222	-1
ENSMUSG00000076318	11	28746191	28746276	miRNA	Mir216b	1
ENSMUSG00000087912	14	31015148	31015226	snoRNA	Gm24916	-1
ENSMUSG00000094391	X	31117674	31119170	protein_coding	Btbd35f29	1
ENSMUSG00000064619	4	16861689	16861794	snRNA	Gm23975	-1
ENSMUSG00000106336	2	94241378	94241442	miRNA	Mir129b	1
ENSMUSG00000065311	7	99497718	99497822	rRNA	n-R5s156	1
ENSMUSG00000089305	8	64931972	64932062	misc_RNA	Gm26210	1
ENSMUSG00000088734	5	56736090	56736219	snoRNA	Gm23896	1
ENSMUSG00000093319	8	11696615	11696858	misc_RNA	Gm27854	-1
ENSMUSG00000093762	10	108428067	108428160	miRNA	Gm25591	1
ENSMUSG00000092796	2	165908051	165908175	miRNA	Gm22692	-1
ENSMUSG00000093784	10	77912636	77912711	snoRNA	Gm22394	-1
ENSMUSG00000088669	1	154080095	154080199	snoRNA	Gm25336	-1
ENSMUSG00000065110	X	57391449	57391519	snoRNA	Snord61	-1
ENSMUSG00000089210	11	19693155	19693298	scaRNA	Gm23386	-1
ENSMUSG00000064765	3	155092018	155092128	misc_RNA	Gm26456	1
ENSMUSG00000089459	8	15412324	15412416	rRNA	Gm24222	1
ENSMUSG00000106595	13	23746175	23746312	miRNA	Gm44314	1
ENSMUSG00000088982	4	127108466	127108571	snRNA	Gm25600	-1
ENSMUSG00000094681	10	46377609	46377715	snRNA	Gm25740	1
ENSMUSG00000088123	5	132801678	132801956	misc_RNA	Gm25722	1
ENSMUSG00000088852	12	45109007	45109137	snoRNA	Gm24731	1
ENSMUSG00000092687	17	34952013	34952075	snoRNA	Gm25744	-1
ENSMUSG00000088030	13	23682545	23682652	rRNA	Gm24991	-1
ENSMUSG00000094364	7	59468163	59468241	snoRNA	Gm26059	-1
ENSMUSG00000065164	2	119793942	119794043	snRNA	Gm23814	-1
ENSMUSG00000089153	12	69994790	69994892	snRNA	Gm23579	-1
ENSMUSG00000093216	7	36430611	36430700	miRNA	Gm25247	1
ENSMUSG00000094137	18	43070300	43070406	snRNA	Gm22264	-1
ENSMUSG00000084521	18	55085565	55085657	snoRNA	Gm24183	-1
ENSMUSG00000105997	X	58794731	58794837	miRNA	Gm44333	1
ENSMUSG00000088867	6	145038074	145038188	rRNA	Gm23071	-1
ENSMUSG00000065559	1	20679010	20679082	miRNA	Mir206	1
ENSMUSG00000080596	15	17591566	17591681	miRNA	Gm22032	-1
ENSMUSG00000088498	1	151260824	151260914	snRNA	Gm24402	-1
ENSMUSG00000077082	10	45095629	45095708	miRNA	Gm23766	-1
ENSMUSG00000094585	14	100418483	100418614	snoRNA	Gm26367	1
ENSMUSG00000095228	X	135506257	135506370	snoRNA	Gm22233	-1
ENSMUSG00000076126	2	10467790	10467886	miRNA	Mir669b	1
ENSMUSG00000095610	1	96617099	96617205	snRNA	Gm26245	1
ENSMUSG00000099135	1	51938974	51939095	snoRNA	Gm27607	-1
ENSMUSG00000065738	3	153911610	153911690	snoRNA	Gm24494	-1
ENSMUSG00000087905	15	43224625	43224920	misc_RNA	Gm22037	-1
ENSMUSG00000098544	10	94586137	94586199	miRNA	Mir7211	-1
ENSMUSG00000098543	19	5844286	5844437	misc_RNA	Gm27533	-1
ENSMUSG00000088231	11	54829711	54829880	snRNA	Gm25426	1
ENSMUSG00000089344	8	112581636	112581740	misc_RNA	Gm22664	1
ENSMUSG00000095883	18	78533458	78533564	snRNA	Gm26430	1
ENSMUSG00000065211	8	95756950	95757084	snoRNA	Gm26265	-1
ENSMUSG00000099152	17	28558441	28558501	miRNA	Mir6969	-1
ENSMUSG00000105288	3	88693931	88694057	scaRNA	Gm25820	1
ENSMUSG00000098327	9	45939521	45939590	miRNA	Mir7087	-1
ENSMUSG00000094979	1	10555554	10555660	snRNA	Gm25253	-1
ENSMUSG00000096247	X	155046610	155046719	snRNA	Gm24268	1
ENSMUSG00000095349	7	59796905	59796997	snoRNA	Gm26097	-1
ENSMUSG00000065293	17	76111197	76111304	misc_RNA	Gm26124	-1
ENSMUSG00000088872	12	30457968	30458071	miRNA	Gm25865	-1
ENSMUSG00000105072	9	44334965	44335105	miRNA	Gm44335	-1
ENSMUSG00000065788	3	130205465	130205571	snRNA	Gm22682	1
ENSMUSG00000092875	7	6839824	6840121	misc_RNA	Gm22649	-1
ENSMUSG00000077293	4	3857477	3857613	snoRNA	Gm24125	-1
ENSMUSG00000093004	11	97660257	97660327	miRNA	Gm24158	-1
ENSMUSG00000088276	17	80104937	80105042	snRNA	Gm23125	1
ENSMUSG00000065585	7	64205806	64205911	miRNA	Mir211	1
ENSMUSG00000098276	18	76170552	76170652	miRNA	Mir6358	1
ENSMUSG00000092888	6	48289228	48289427	snRNA	Gm22122	1
ENSMUSG00000077592	5	150710846	150710964	snoRNA	Gm26013	-1
ENSMUSG00000099106	2	174286608	174286671	misc_RNA	Gm27899	1
ENSMUSG00000094327	2	10504647	10504773	miRNA	Gm26398	1
ENSMUSG00000098864	6	122200137	122200246	miRNA	Gm27703	1
ENSMUSG00000089528	8	62783612	62783725	snoRNA	Gm22324	1
ENSMUSG00000065823	4	12812706	12812812	rRNA	n-R5s182	1
ENSMUSG00000099311	9	52115623	52115739	miRNA	Mir6244	1
ENSMUSG00000077834	2	10468343	10468463	miRNA	Mir669d	1
ENSMUSG00000088227	18	55179840	55179919	snRNA	Gm22597	1
ENSMUSG00000088721	6	63200041	63200146	snRNA	Gm22212	-1
ENSMUSG00000088070	18	84822002	84822304	misc_RNA	Gm22819	1
ENSMUSG00000099221	6	50572398	50572508	miRNA	Mir6371	1
ENSMUSG00000106474	1	190482929	190483016	miRNA	Gm47294	-1
ENSMUSG00000105046	2	38225041	38225122	miRNA	Gm44455	-1
ENSMUSG00000096642	13	103641926	103642032	snRNA	Gm24870	1
ENSMUSG00000088800	1	18969762	18969833	snoRNA	Gm24075	-1
ENSMUSG00000064906	2	119631118	119631236	rRNA	n-R5s204	1
ENSMUSG00000089214	10	93162785	93162903	miRNA	Mir1931	1
ENSMUSG00000088511	3	97140552	97140661	snRNA	Gm24435	-1
ENSMUSG00000077264	12	34895024	34895155	snoRNA	Gm24429	1
ENSMUSG00000088183	17	80033514	80033609	snRNA	Gm22215	1
ENSMUSG00000065143	19	51239690	51239796	snRNA	Gm25644	-1
ENSMUSG00000098389	18	61117468	61117531	miRNA	Mir6983	1
ENSMUSG00000065915	8	122982837	122982943	snRNA	Gm24445	-1
ENSMUSG00000096047	1	46374197	46374315	rRNA	n-R5s211	1
ENSMUSG00000077144	9	76716628	76716747	snoRNA	Gm22938	-1
ENSMUSG00000089292	4	150321193	150321302	snRNA	Gm23209	1
ENSMUSG00000065440	9	106178840	106178927	miRNA	Mirlet7g	1
ENSMUSG00000089177	X	68684148	68684275	snoRNA	Gm22435	-1
ENSMUSG00000080577	11	72022755	72022857	snRNA	Gm23226	1
ENSMUSG00000098999	4	47593337	47593463	misc_RNA	Gm27601	1
ENSMUSG00000070178	11	74319792	74319910	rRNA	n-R5s71	1
ENSMUSG00000088164	1	137367151	137367247	snoRNA	Gm23534	-1
ENSMUSG00000088563	13	21486338	21486401	snRNA	Gm23779	-1
ENSMUSG00000098635	10	13091581	13091817	misc_RNA	Gm27741	-1
ENSMUSG00000089055	2	28595127	28595230	snRNA	Gm22675	1
ENSMUSG00000070128	12	109734902	109734974	miRNA	Mir485	1
ENSMUSG00000064582	17	43454255	43454397	snRNA	Gm25135	1
ENSMUSG00000088346	3	115391554	115391685	snoRNA	Gm22337	1
ENSMUSG00000084527	3	90198682	90198786	snRNA	Gm24185	1
ENSMUSG00000099223	2	92592206	92592277	miRNA	Mir7221	1
ENSMUSG00000087783	19	36384792	36384897	snRNA	Gm23170	-1
ENSMUSG00000065289	2	130277697	130277766	snoRNA	Gm23650	1
ENSMUSG00000064777	14	36767425	36767530	snRNA	Gm25204	1
ENSMUSG00000099127	8	105307792	105307900	miRNA	Gm27320	-1
ENSMUSG00000065256	13	39858863	39859027	snRNA	Gm23972	-1
ENSMUSG00000094691	12	22040913	22041022	miRNA	Gm22908	1
ENSMUSG00000077384	9	15211631	15211785	snRNA	Gm22658	-1
ENSMUSG00000080526	10	60960723	60960844	miRNA	Mir466j	1
ENSMUSG00000093317	6	15404981	15405091	miRNA	Gm25470	1
ENSMUSG00000089207	16	13969348	13969457	rRNA	Gm26213	-1
ENSMUSG00000098829	1	169018974	169019089	miRNA	Mir6354	-1
ENSMUSG00000064525	14	57697809	57697937	snoRNA	Gm26440	1
ENSMUSG00000065379	11	104251012	104251144	snoRNA	Gm22743	-1
ENSMUSG00000088456	14	21263624	21263859	misc_RNA	Gm26372	1
ENSMUSG00000089025	12	49578456	49578583	snoRNA	Gm25015	-1
ENSMUSG00000093096	11	115447961	115448060	miRNA	Mir3968	-1
ENSMUSG00000088041	4	131239277	131239410	snoRNA	Gm25261	1
ENSMUSG00000094201	9	63133283	63133389	snRNA	Gm25064	1
ENSMUSG00000065763	7	130035094	130035203	snRNA	Gm23847	1
ENSMUSG00000087938	4	41312091	41312198	snRNA	Gm26049	-1
ENSMUSG00000105494	15	36583544	36583669	miRNA	Gm44310	1
ENSMUSG00000095714	7	59574579	59574656	snoRNA	Gm26467	-1
ENSMUSG00000065746	18	84742162	84742317	snRNA	Gm25005	-1
ENSMUSG00000099279	10	60923023	60923113	miRNA	Mir6408	1
ENSMUSG00000064688	1	32213133	32213239	snRNA	Gm25814	-1
ENSMUSG00000104750	13	23518142	23518250	miRNA	n-TStga1	1
ENSMUSG00000088391	6	27668087	27668203	snoRNA	Gm26310	1
ENSMUSG00000096231	7	59713534	59713625	snoRNA	Gm22584	-1
ENSMUSG00000088499	17	55661637	55661741	snRNA	Gm22654	1
ENSMUSG00000096297	1	80135466	80135572	snRNA	Gm23934	1
ENSMUSG00000065481	14	34894609	34894706	miRNA	Mir346	1
ENSMUSG00000098535	2	174295071	174295192	misc_RNA	Gm27869	1
ENSMUSG00000092679	2	45023100	45023177	miRNA	Mir5129	-1
ENSMUSG00000105465	2	120977651	120977727	miRNA	Gm44325	-1
ENSMUSG00000064925	9	120130415	120130563	snoRNA	Snora62	1
ENSMUSG00000065659	7	29737318	29737424	snRNA	Gm23103	-1
ENSMUSG00000087795	3	142795102	142795194	snoRNA	Gm25965	1
ENSMUSG00000096639	9	68461339	68461445	snRNA	Gm22169	-1
ENSMUSG00000092973	18	80925736	80925805	miRNA	Gm25071	-1
ENSMUSG00000084451	13	60928086	60928184	snRNA	Gm24594	1
ENSMUSG00000098896	2	126902250	126902385	miRNA	Mir3473g	-1
